年数,排名,国家/地区,所在洲,GDP(美元/亿)
1995,169,圭亚那,美洲,6.22亿 
1995,170,伯利兹,美洲,6.2亿 
1995,171,厄立特里亚,非洲,5.78亿 
1995,172,安提瓜和巴布达,美洲,5.77亿 
1995,173,塞舌尔,非洲,5.08亿 
1995,174,吉布提,非洲,4.98亿 
1995,175,佛得角,非洲,4.87亿 
1995,176,所罗门群岛,大洋洲,4.69亿 
1995,177,马尔代夫,亚洲,3.99亿 
1995,178,格林纳达,美洲,3.42亿 
1995,179,圣文森特和格林纳丁斯,美洲,3.16亿 
1995,180,圣基茨和尼维斯,美洲,3.13亿 
1995,181,不丹,亚洲,2.9亿 
1995,182,多米尼克,美洲,2.75亿 
1995,183,几内亚比绍,非洲,2.54亿 
1995,184,瓦努阿图,大洋洲,2.49亿 
1995,185,科摩罗,非洲,2.32亿 
1995,186,萨摩亚,大洋洲,2.25亿 
1995,187,密克罗尼西亚联邦,大洋洲,2.22亿 
1995,188,汤加,大洋洲,2.09亿 
1995,189,赤道几内亚,非洲,1.42亿 
1995,190,利比里亚,非洲,1.35亿 
1995,191,马绍尔群岛,大洋洲,1.2亿 
1995,192,帕劳,大洋洲,9524万 
1995,193,基里巴斯,大洋洲,5634万 
1995,194,图瓦卢,大洋洲,1103万 
1996,1,美国,美洲,8.07万亿 
1996,2,日本,亚洲,4.92万亿 
1996,3,德国,欧洲,2.5万亿 
1996,4,法国,欧洲,1.61万亿 
1996,5,英国,欧洲,1.42万亿 
1996,6,意大利,欧洲,1.31万亿 
1996,7,中国,亚洲,8637.47亿 
1996,8,巴西,美洲,8504.26亿 
1996,9,西班牙,欧洲,6425.89亿 
1996,10,加拿大,美洲,6285.46亿 
1996,11,韩国,亚洲,6101.7亿 
1996,12,荷兰,欧洲,4504.9亿 
1996,13,墨西哥,美洲,4109.76亿 
1996,14,澳大利亚,大洋洲,4010.9亿 
1996,15,印度,亚洲,3928.97亿 
1996,16,俄罗斯,欧洲,3917.25亿 
1996,17,瑞士,欧洲,3404.71亿 
1996,18,瑞典,欧洲,2917.44亿 
1996,19,比利时,欧洲,2792.01亿 
1996,20,阿根廷,美洲,2721.5亿 
1996,21,奥地利,欧洲,2372.51亿 
1996,22,印尼,亚洲,2273.7亿 
1996,23,丹麦,欧洲,1876.32亿 
1996,24,泰国,亚洲,1830.35亿 
1996,25,土耳其,欧洲,1814.76亿 
1996,26,挪威,欧洲,1635.2亿 
1996,27,南非,非洲,1632.37亿 
1996,28,波兰,欧洲,1601.93亿 
1996,29,香港,亚洲,1597.17亿 
1996,30,沙特阿拉伯,亚洲,1586.62亿 
1996,31,希腊,欧洲,1458.62亿 
1996,32,芬兰,欧洲,1321.29亿 
1996,33,葡萄牙,欧洲,1226.3亿 
1996,34,伊朗,亚洲,1204.04亿 
1996,35,缅甸,亚洲,1190.06亿 
1996,36,以色列,亚洲,1101.81亿 
1996,37,马来西亚,亚洲,1008.55亿 
1996,38,哥伦比亚,美洲,971.6亿 
1996,39,新加坡,亚洲,962.96亿 
1996,40,菲律宾,亚洲,946.48亿 
1996,41,智利,美洲,780.4亿 
1996,42,爱尔兰,欧洲,757.91亿 
1996,43,阿联酋,亚洲,735.71亿 
1996,44,委内瑞拉,美洲,705.43亿 
1996,45,新西兰,大洋洲,701.41亿 
1996,46,埃及,非洲,676.3亿 
1996,47,捷克,欧洲,673.88亿 
1996,48,巴基斯坦,亚洲,633.2亿 
1996,49,秘鲁,美洲,552.52亿 
1996,50,阿尔及利亚,非洲,469.42亿 
1996,51,匈牙利,欧洲,466.59亿 
1996,52,孟加拉,亚洲,464.38亿 
1996,53,波多黎各,美洲,453.41亿 
1996,54,乌克兰,欧洲,445.58亿 
1996,55,摩洛哥,非洲,431.61亿 
1996,56,罗马尼亚,欧洲,369.37亿 
1996,57,尼日利亚,非洲,349.88亿 
1996,58,科威特,亚洲,314.93亿 
1996,59,斯洛伐克,欧洲,279.25亿 
1996,60,利比亚,非洲,278.85亿 
1996,61,厄瓜多尔,美洲,252.26亿 
1996,62,古巴,美洲,250.17亿 
1996,63,越南,亚洲,246.57亿 
1996,64,克罗地亚,欧洲,240.75亿 
1996,65,塞尔维亚,欧洲,218.18亿 
1996,66,斯洛文尼亚,欧洲,215.07亿 
1996,67,哈萨克斯坦,亚洲,210.35亿 
1996,68,卢森堡,欧洲,208.95亿 
1996,69,乌拉圭,美洲,205.16亿 
1996,70,突尼斯,非洲,195.87亿 
1996,71,多米尼加,美洲,182.42亿 
1996,72,危地马拉,美洲,156.75亿 
1996,73,阿曼,亚洲,152.78亿 
1996,74,白俄罗斯,欧洲,147.57亿 
1996,75,乌兹别克斯坦,亚洲,139.49亿 
1996,76,斯里兰卡,亚洲,138.98亿 
1996,77,叙利亚,亚洲,137.9亿 
1996,78,黎巴嫩,亚洲,136.9亿 
1996,79,保加利亚,欧洲,122.94亿 
1996,80,科特迪瓦,非洲,121.39亿 
1996,81,肯尼亚,非洲,120.46亿 
1996,82,哥斯达黎加,美洲,116.78亿 
1996,83,喀麦隆,非洲,110.94亿 
1996,84,伊拉克,亚洲,104.34亿 
1996,85,塞浦路斯,欧洲,100.12亿 
1996,86,巴拿马,美洲,98.7亿 
1996,87,巴拉圭,美洲,97.88亿 
1996,88,萨尔瓦多,美洲,95.86亿 
1996,89,卡塔尔,亚洲,90.59亿 
1996,90,苏丹,非洲,90.18亿 
1996,91,津巴布韦,非洲,85.53亿 
1996,92,埃塞俄比亚,非洲,85.48亿 
1996,93,立陶宛,欧洲,83.83亿 
1996,94,安哥拉,非洲,75.27亿 
1996,95,冰岛,欧洲,74.26亿 
1996,96,玻利维亚,美洲,73.97亿 
1996,97,牙买加,美洲,73.94亿 
1996,98,澳门,亚洲,71.77亿 
1996,99,加纳,非洲,69.35亿 
1996,100,约旦,亚洲,69.28亿 
1996,101,坦桑尼亚,非洲,64.96亿 
1996,102,巴林,亚洲,61.02亿 
1996,103,乌干达,非洲,60.45亿 
1996,104,拉脱维亚,欧洲,59.75亿 
1996,105,也门,亚洲,57.86亿 
1996,106,刚果（金）,非洲,57.72亿 
1996,107,特立尼达和多巴哥,美洲,57.6亿 
1996,108,加蓬,非洲,56.94亿 
1996,109,巴布亚新几内亚,大洋洲,51.55亿 
1996,110,文莱,亚洲,51.16亿 
1996,111,塞内加尔,非洲,50.66亿 
1996,112,马达加斯加,非洲,49.32亿 
1996,113,博茨瓦纳,非洲,48.48亿 
1996,114,爱沙尼亚,欧洲,47.86亿 
1996,115,马其顿,欧洲,46.42亿 
1996,116,尼泊尔,亚洲,45.22亿 
1996,117,毛里求斯,非洲,44.22亿 
1996,118,尼加拉瓜,美洲,43.08亿 
1996,119,洪都拉斯,美洲,40.34亿 
1996,120,纳米比亚,非洲,39.89亿 
1996,121,法属波利尼西亚,大洋洲,39.55亿 
1996,122,几内亚,非洲,38.69亿 
1996,123,莫桑比克,非洲,38.57亿 
1996,124,马耳他,欧洲,38.23亿 
1996,125,巴哈马,美洲,36.09亿 
1996,126,新喀里多尼亚,大洋洲,36.07亿 
1996,127,赞比亚,非洲,35.97亿 
1996,128,柬埔寨,亚洲,35.07亿 
1996,129,巴勒斯坦,亚洲,34.1亿 
1996,130,阿尔巴尼亚,欧洲,32.0亿 
1996,131,阿塞拜疆,亚洲,31.76亿 
1996,132,摩纳哥,欧洲,31.38亿 
1996,133,格鲁吉亚,亚洲,30.95亿 
1996,134,海地,美洲,29.08亿 
1996,135,波黑,欧洲,27.86亿 
1996,136,马里,非洲,27.8亿 
1996,137,百慕大,美洲,26.95亿 
1996,138,布基纳法索,非洲,25.87亿 
1996,139,刚果（布）,非洲,25.41亿 
1996,140,列支敦士登,欧洲,25.04亿 
1996,141,尼日尔,非洲,24.06亿 
1996,142,土库曼斯坦,亚洲,23.79亿 
1996,143,巴巴多斯,美洲,23.64亿 
1996,144,贝宁,非洲,23.61亿 
1996,145,马拉维,非洲,22.81亿 
1996,146,斐济群岛,大洋洲,21.29亿 
1996,147,老挝,亚洲,18.74亿 
1996,148,吉尔吉斯斯坦,亚洲,18.28亿 
1996,149,摩尔多瓦,欧洲,16.95亿 
1996,150,乍得,非洲,16.07亿 
1996,151,斯威士兰,非洲,16.03亿 
1996,152,亚美尼亚,亚洲,15.97亿 
1996,153,多哥,非洲,14.65亿 
1996,154,毛里塔尼亚,非洲,14.43亿 
1996,155,卢旺达,非洲,13.82亿 
1996,156,阿鲁巴,美洲,13.8亿 
1996,157,蒙古,亚洲,13.46亿 
1996,158,安道尔,欧洲,12.24亿 
1996,159,格陵兰,美洲,11.98亿 
1996,160,塔吉克斯坦,亚洲,10.44亿 
1996,161,马恩岛,欧洲,10.23亿 
1996,162,开曼群岛,美洲,10.12亿 
1996,163,中非,非洲,10.08亿 
1996,164,莱索托,非洲,9.46亿 
1996,165,塞拉利昂,非洲,9.42亿 
1996,166,布隆迪,非洲,8.69亿 
1996,167,苏里南,美洲,8.61亿 
1996,168,冈比亚,非洲,8.48亿 
1996,169,圣卢西亚,美洲,7.89亿 
1996,170,圭亚那,美洲,7.05亿 
1996,171,厄立特里亚,非洲,6.94亿 
1996,172,伯利兹,美洲,6.42亿 
1996,173,安提瓜和巴布达,美洲,6.34亿 
1996,174,所罗门群岛,大洋洲,5.11亿 
1996,175,塞舌尔,非洲,5.03亿 
1996,176,佛得角,非洲,5.02亿 
1996,177,吉布提,非洲,4.94亿 
1996,178,马尔代夫,亚洲,4.5亿 
1996,179,格林纳达,美洲,3.67亿 
1996,180,圣基茨和尼维斯,美洲,3.34亿 
1996,181,圣文森特和格林纳丁斯,美洲,3.31亿 
1996,182,不丹,亚洲,3.03亿 
1996,183,多米尼克,美洲,2.92亿 
1996,184,几内亚比绍,非洲,2.7亿 
1996,185,瓦努阿图,大洋洲,2.61亿 
1996,186,萨摩亚,大洋洲,2.5亿 
1996,187,赤道几内亚,非洲,2.32亿 
1996,188,科摩罗,非洲,2.3亿 
1996,189,汤加,大洋洲,2.22亿 
1996,190,密克罗尼西亚联邦,大洋洲,2.19亿 
1996,191,利比里亚,非洲,1.59亿 
1996,192,马绍尔群岛,大洋洲,1.11亿 
1996,193,帕劳,大洋洲,1.08亿 
1996,194,基里巴斯,大洋洲,6652万 
1996,195,图瓦卢,大洋洲,1233万 
1997,1,美国,美洲,8.58万亿 
1997,2,日本,亚洲,4.49万亿 
1997,3,德国,欧洲,2.21万亿 
1997,4,英国,欧洲,1.56万亿 
1997,5,法国,欧洲,1.45万亿 
1997,6,意大利,欧洲,1.24万亿 
1997,7,中国,亚洲,9616.04亿 
1997,8,巴西,美洲,8832.06亿 
1997,9,加拿大,美洲,6549.87亿 
1997,10,西班牙,欧洲,5900.77亿 
1997,11,韩国,亚洲,5697.55亿 
1997,12,墨西哥,美洲,5004.13亿 
1997,13,澳大利亚,大洋洲,4353.24亿 
1997,14,荷兰,欧洲,4168.13亿 
1997,15,印度,亚洲,4158.68亿 
1997,16,俄罗斯,欧洲,4049.29亿 
1997,17,瑞士,欧洲,2951.21亿 
1997,18,阿根廷,美洲,2928.59亿 
1997,19,瑞典,欧洲,2681.46亿 
1997,20,比利时,欧洲,2527.08亿 
1997,21,印尼,亚洲,2157.49亿 
1997,22,奥地利,欧洲,2127.9亿 
1997,23,土耳其,欧洲,1898.35亿 
1997,24,香港,亚洲,1773.53亿 
1997,25,丹麦,欧洲,1735.38亿 
1997,26,南非,非洲,1689.77亿 
1997,27,沙特阿拉伯,亚洲,1659.64亿 
1997,28,挪威,欧洲,1613.57亿 
1997,29,波兰,欧洲,1593.58亿 
1997,30,缅甸,亚洲,1552.12亿 
1997,31,泰国,亚洲,1501.81亿 
1997,32,希腊,欧洲,1431.58亿 
1997,33,芬兰,欧洲,1269.12亿 
1997,34,葡萄牙,欧洲,1170.17亿 
1997,35,以色列,亚洲,1147.53亿 
1997,36,伊朗,亚洲,1139.19亿 
1997,37,哥伦比亚,美洲,1066.6亿 
1997,38,新加坡,亚洲,1001.24亿 
1997,39,马来西亚,亚洲,1000.05亿 
1997,40,菲律宾,亚洲,941.06亿 
1997,41,委内瑞拉,美洲,858.44亿 
1997,42,智利,美洲,849.52亿 
1997,43,爱尔兰,欧洲,828.57亿 
1997,44,阿联酋,亚洲,788.39亿 
1997,45,埃及,非洲,784.37亿 
1997,46,新西兰,大洋洲,660.75亿 
1997,47,巴基斯坦,亚洲,624.33亿 
1997,48,捷克,欧洲,621.8亿 
1997,49,秘鲁,美洲,581.48亿 
1997,50,乌克兰,欧洲,501.5亿 
1997,51,孟加拉,亚洲,482.44亿 
1997,52,波多黎各,美洲,481.87亿 
1997,53,阿尔及利亚,非洲,481.78亿 
1997,54,匈牙利,欧洲,472.97亿 
1997,55,摩洛哥,非洲,391.48亿 
1997,56,尼日利亚,非洲,358.22亿 
1997,57,罗马尼亚,欧洲,355.75亿 
1997,58,利比亚,非洲,306.99亿 
1997,59,科威特,亚洲,303.55亿 
1997,60,厄瓜多尔,美洲,281.62亿 
1997,61,斯洛伐克,欧洲,277.06亿 
1997,62,越南,亚洲,268.44亿 
1997,63,塞尔维亚,欧洲,256.76亿 
1997,64,古巴,美洲,253.66亿 
1997,65,克罗地亚,欧洲,240.91亿 
1997,66,乌拉圭,美洲,239.7亿 
1997,67,哈萨克斯坦,亚洲,221.66亿 
1997,68,伊拉克,亚洲,207.65亿 
1997,69,斯洛文尼亚,欧洲,207.63亿 
1997,70,突尼斯,非洲,207.46亿 
1997,71,多米尼加,美洲,200.17亿 
1997,72,卢森堡,欧洲,195.64亿 
1997,73,危地马拉,美洲,177.9亿 
1997,74,阿曼,亚洲,158.37亿 
1997,75,黎巴嫩,亚洲,157.52亿 
1997,76,斯里兰卡,亚洲,150.92亿 
1997,77,乌兹别克斯坦,亚洲,147.45亿 
1997,78,叙利亚,亚洲,145.05亿 
1997,79,白俄罗斯,欧洲,141.09亿 
1997,80,肯尼亚,非洲,131.16亿 
1997,81,哥斯达黎加,美洲,126.15亿 
1997,82,科特迪瓦,非洲,117.22亿 
1997,83,苏丹,非洲,116.81亿 
1997,84,保加利亚,欧洲,113.16亿 
1997,85,卡塔尔,亚洲,112.98亿 
1997,86,喀麦隆,非洲,107.89亿 
1997,87,巴拿马,美洲,106.77亿 
1997,88,萨尔瓦多,美洲,102.22亿 
1997,89,立陶宛,欧洲,101.19亿 
1997,90,巴拉圭,美洲,99.65亿 
1997,91,塞浦路斯,欧洲,95.48亿 
1997,92,埃塞俄比亚,非洲,85.89亿 
1997,93,津巴布韦,非洲,85.3亿 
1997,94,牙买加,美洲,84.0亿 
1997,95,玻利维亚,美洲,79.26亿 
1997,96,坦桑尼亚,非洲,76.84亿 
1997,97,安哥拉,非洲,76.5亿 
1997,98,冰岛,欧洲,75.7亿 
1997,99,澳门,亚洲,72.68亿 
1997,100,约旦,亚洲,72.46亿 
1997,101,加纳,非洲,68.91亿 
1997,102,也门,亚洲,68.39亿 
1997,103,拉脱维亚,欧洲,65.28亿 
1997,104,巴林,亚洲,63.49亿 
1997,105,巴哈马,美洲,63.32亿 
1997,106,乌干达,非洲,62.69亿 
1997,107,刚果（金）,非洲,60.91亿 
1997,108,特立尼达和多巴哥,美洲,57.38亿 
1997,109,洪都拉斯,美洲,57.37亿 
1997,110,加蓬,非洲,53.27亿 
1997,111,文莱,亚洲,51.97亿 
1997,112,爱沙尼亚,欧洲,51.54亿 
1997,113,博茨瓦纳,非洲,50.2亿 
1997,114,巴布亚新几内亚,大洋洲,49.37亿 
1997,115,尼泊尔,亚洲,49.19亿 
1997,116,塞内加尔,非洲,46.73亿 
1997,117,莫桑比克,非洲,46.49亿 
1997,118,尼加拉瓜,美洲,43.9亿 
1997,119,赞比亚,非洲,43.03亿 
1997,120,马达加斯加,非洲,42.63亿 
1997,121,毛里求斯,非洲,41.87亿 
1997,122,纳米比亚,非洲,41.55亿 
1997,123,阿塞拜疆,亚洲,39.62亿 
1997,124,马其顿,欧洲,39.13亿 
1997,125,马耳他,欧洲,37.93亿 
1997,126,几内亚,非洲,37.84亿 
1997,127,巴勒斯坦,亚洲,37.6亿 
1997,128,波黑,欧洲,36.72亿 
1997,129,法属波利尼西亚,大洋洲,35.67亿 
1997,130,格鲁吉亚,亚洲,35.11亿 
1997,131,柬埔寨,亚洲,34.43亿 
1997,132,海地,美洲,33.39亿 
1997,133,新喀里多尼亚,大洋洲,32.91亿 
1997,134,百慕大,美洲,29.33亿 
1997,135,摩纳哥,欧洲,28.4亿 
1997,136,马里,非洲,26.97亿 
1997,137,马拉维,非洲,26.63亿 
1997,138,巴巴多斯,美洲,24.98亿 
1997,139,土库曼斯坦,亚洲,24.5亿 
1997,140,布基纳法索,非洲,24.48亿 
1997,141,刚果（布）,非洲,23.23亿 
1997,142,列支敦士登,欧洲,22.98亿 
1997,143,尼日尔,非洲,22.9亿 
1997,144,贝宁,非洲,22.68亿 
1997,145,阿尔巴尼亚,欧洲,22.59亿 
1997,146,斐济群岛,大洋洲,20.9亿 
1997,147,摩尔多瓦,欧洲,19.3亿 
1997,148,卢旺达,非洲,18.52亿 
1997,149,吉尔吉斯斯坦,亚洲,17.68亿 
1997,150,老挝,亚洲,17.47亿 
1997,151,斯威士兰,非洲,17.17亿 
1997,152,亚美尼亚,亚洲,16.39亿 
1997,153,乍得,非洲,15.45亿 
1997,154,阿鲁巴,美洲,15.32亿 
1997,155,多哥,非洲,14.99亿 
1997,156,毛里塔尼亚,非洲,14.02亿 
1997,157,马恩岛,欧洲,11.81亿 
1997,158,蒙古,亚洲,11.81亿 
1997,159,安道尔,欧洲,11.81亿 
1997,160,格陵兰,美洲,10.72亿 
1997,161,莱索托,非洲,9.98亿 
1997,162,布隆迪,非洲,9.73亿 
1997,163,中非,非洲,9.38亿 
1997,164,苏里南,美洲,9.26亿 
1997,165,塔吉克斯坦,亚洲,9.22亿 
1997,166,塞拉利昂,非洲,8.5亿 
1997,167,圣卢西亚,美洲,8.06亿 
1997,168,冈比亚,非洲,8.04亿 
1997,169,圭亚那,美洲,7.49亿 
1997,170,厄立特里亚,非洲,6.86亿 
1997,171,安提瓜和巴布达,美洲,6.81亿 
1997,172,伯利兹,美洲,6.55亿 
1997,173,塞舌尔,非洲,5.63亿 
1997,174,所罗门群岛,大洋洲,5.27亿 
1997,175,马尔代夫,亚洲,5.08亿 
1997,176,吉布提,非洲,5.03亿 
1997,177,佛得角,非洲,4.91亿 
1997,178,赤道几内亚,非洲,4.42亿 
1997,179,格林纳达,美洲,3.92亿 
1997,180,圣基茨和尼维斯,美洲,3.75亿 
1997,181,不丹,亚洲,3.52亿 
1997,182,圣文森特和格林纳丁斯,美洲,3.48亿 
1997,183,多米尼克,美洲,3.03亿 
1997,184,利比里亚,非洲,2.96亿 
1997,185,萨摩亚,大洋洲,2.85亿 
1997,186,瓦努阿图,大洋洲,2.73亿 
1997,187,几内亚比绍,非洲,2.69亿 
1997,188,汤加,大洋洲,2.15亿 
1997,189,科摩罗,非洲,2.12亿 
1997,190,密克罗尼西亚联邦,大洋洲,2.07亿 
1997,191,帕劳,大洋洲,1.13亿 
1997,192,马绍尔群岛,大洋洲,1.11亿 
1997,193,基里巴斯,大洋洲,6754万 
1997,194,图瓦卢,大洋洲,1270万 
1998,1,美国,美洲,9.06万亿 
1998,2,日本,亚洲,4.1万亿 
1998,3,德国,欧洲,2.24万亿 
1998,4,英国,欧洲,1.65万亿 
1998,5,法国,欧洲,1.5万亿 
1998,6,意大利,欧洲,1.27万亿 
1998,7,中国,亚洲,1.03万亿 
1998,8,巴西,美洲,8637.11亿 
1998,9,加拿大,美洲,6340.0亿 
1998,10,西班牙,欧洲,6192.15亿 
1998,11,墨西哥,美洲,5265.02亿 
1998,12,荷兰,欧洲,4380.08亿 
1998,13,印度,亚洲,4213.51亿 
1998,14,澳大利亚,大洋洲,3994.04亿 
1998,15,韩国,亚洲,3833.31亿 
1998,16,瑞士,欧洲,3038.82亿 
1998,17,阿根廷,美洲,2989.48亿 
1998,18,土耳其,欧洲,2759.67亿 
1998,19,俄罗斯,欧洲,2709.55亿 
1998,20,瑞典,欧洲,2708.09亿 
1998,21,比利时,欧洲,2585.28亿 
1998,22,奥地利,欧洲,2182.6亿 
1998,23,缅甸,亚洲,2140.66亿 
1998,24,丹麦,欧洲,1769.92亿 
1998,25,波兰,欧洲,1746.86亿 
1998,26,香港,亚洲,1688.86亿 
1998,27,挪威,欧洲,1541.63亿 
1998,28,南非,非洲,1529.83亿 
1998,29,沙特阿拉伯,亚洲,1467.75亿 
1998,30,希腊,欧洲,1444.28亿 
1998,31,芬兰,欧洲,1340.39亿 
1998,32,葡萄牙,欧洲,1239.46亿 
1998,33,以色列,亚洲,1159.99亿 
1998,34,泰国,亚洲,1136.76亿 
1998,35,伊朗,亚洲,1102.77亿 
1998,36,哥伦比亚,美洲,984.44亿 
1998,37,印尼,亚洲,954.46亿 
1998,38,委内瑞拉,美洲,913.31亿 
1998,39,爱尔兰,欧洲,901.99亿 
1998,40,新加坡,亚洲,857.28亿 
1998,41,埃及,非洲,848.29亿 
1998,42,智利,美洲,815.77亿 
1998,43,阿联酋,亚洲,756.74亿 
1998,44,菲律宾,亚洲,744.92亿 
1998,45,马来西亚,亚洲,721.67亿 
1998,46,捷克,欧洲,668.07亿 
1998,47,巴基斯坦,亚洲,621.92亿 
1998,48,新西兰,大洋洲,562.27亿 
1998,49,秘鲁,美洲,555.01亿 
1998,50,波多黎各,美洲,540.86亿 
1998,51,孟加拉,亚洲,499.85亿 
1998,52,匈牙利,欧洲,487.07亿 
1998,53,阿尔及利亚,非洲,481.88亿 
1998,54,乌克兰,欧洲,418.83亿 
1998,55,摩洛哥,非洲,418.06亿 
1998,56,罗马尼亚,欧洲,416.94亿 
1998,57,尼日利亚,非洲,320.05亿 
1998,58,斯洛伐克,欧洲,298.56亿 
1998,59,厄瓜多尔,美洲,279.82亿 
1998,60,利比亚,非洲,272.5亿 
1998,61,越南,亚洲,272.1亿 
1998,62,科威特,亚洲,259.4亿 
1998,63,克罗地亚,欧洲,257.93亿 
1998,64,古巴,美洲,257.36亿 
1998,65,乌拉圭,美洲,253.86亿 
1998,66,斯洛文尼亚,欧洲,221.46亿 
1998,67,哈萨克斯坦,亚洲,221.35亿 
1998,68,突尼斯,非洲,218.03亿 
1998,69,多米尼加,美洲,216.72亿 
1998,70,伊拉克,亚洲,206.17亿 
1998,71,卢森堡,欧洲,201.5亿 
1998,72,塞尔维亚,欧洲,194.58亿 
1998,73,危地马拉,美洲,193.95亿 
1998,74,黎巴嫩,亚洲,172.47亿 
1998,75,斯里兰卡,亚洲,157.95亿 
1998,76,白俄罗斯,欧洲,152.64亿 
1998,77,叙利亚,亚洲,152.01亿 
1998,78,保加利亚,欧洲,150.31亿 
1998,79,乌兹别克斯坦,亚洲,149.89亿 
1998,80,肯尼亚,非洲,140.94亿 
1998,81,阿曼,亚洲,139.97亿 
1998,82,哥斯达黎加,美洲,136.84亿 
1998,83,科特迪瓦,非洲,126.12亿 
1998,84,巴拿马,美洲,115.75亿 
1998,85,喀麦隆,非洲,112.98亿 
1998,86,苏丹,非洲,112.5亿 
1998,87,立陶宛,欧洲,112.4亿 
1998,88,萨尔瓦多,美洲,109.37亿 
1998,89,卡塔尔,亚洲,102.55亿 
1998,90,塞浦路斯,欧洲,102.49亿 
1998,91,坦桑尼亚,非洲,93.45亿 
1998,92,巴拉圭,美洲,92.6亿 
1998,93,牙买加,美洲,87.87亿 
1998,94,冰岛,欧洲,85.04亿 
1998,95,玻利维亚,美洲,84.98亿 
1998,96,约旦,亚洲,79.12亿 
1998,97,埃塞俄比亚,非洲,78.18亿 
1998,98,加纳,非洲,74.81亿 
1998,99,拉脱维亚,欧洲,71.66亿 
1998,100,巴哈马,美洲,68.33亿 
1998,101,澳门,亚洲,67.98亿 
1998,102,乌干达,非洲,65.85亿 
1998,103,安哥拉,非洲,65.07亿 
1998,104,津巴布韦,非洲,64.02亿 
1998,105,洪都拉斯,美洲,63.66亿 
1998,106,也门,亚洲,63.25亿 
1998,107,刚果（金）,非洲,62.16亿 
1998,108,巴林,亚洲,61.84亿 
1998,109,特立尼达和多巴哥,美洲,60.44亿 
1998,110,爱沙尼亚,欧洲,56.74亿 
1998,111,莫桑比克,非洲,52.64亿 
1998,112,塞内加尔,非洲,50.3亿 
1998,113,尼泊尔,亚洲,48.56亿 
1998,114,博茨瓦纳,非洲,47.9亿 
1998,115,尼加拉瓜,美洲,46.35亿 
1998,116,加蓬,非洲,44.83亿 
1998,117,阿塞拜疆,亚洲,44.46亿 
1998,118,马达加斯加,非洲,44.02亿 
1998,119,毛里求斯,非洲,41.7亿 
1998,120,波黑,欧洲,41.17亿 
1998,121,巴勒斯坦,亚洲,40.68亿 
1998,122,文莱,亚洲,40.51亿 
1998,123,马耳他,欧洲,40.11亿 
1998,124,纳米比亚,非洲,38.73亿 
1998,125,巴布亚新几内亚,大洋洲,37.89亿 
1998,126,法属波利尼西亚,大洋洲,37.75亿 
1998,127,马其顿,欧洲,37.66亿 
1998,128,海地,美洲,37.24亿 
1998,129,格鲁吉亚,亚洲,36.14亿 
1998,130,几内亚,非洲,35.88亿 
1998,131,新喀里多尼亚,大洋洲,35.56亿 
1998,132,赞比亚,非洲,35.38亿 
1998,133,百慕大,美洲,31.31亿 
1998,134,柬埔寨,亚洲,31.2亿 
1998,135,摩纳哥,欧洲,29.34亿 
1998,136,马里,非洲,29.2亿 
1998,137,巴巴多斯,美洲,28.17亿 
1998,138,布基纳法索,非洲,28.05亿 
1998,139,土库曼斯坦,亚洲,26.06亿 
1998,140,阿尔巴尼亚,欧洲,25.46亿 
1998,141,列支敦士登,欧洲,24.8亿 
1998,142,贝宁,非洲,24.55亿 
1998,143,尼日尔,非洲,20.77亿 
1998,144,卢旺达,非洲,19.89亿 
1998,145,刚果（布）,非洲,19.49亿 
1998,146,亚美尼亚,亚洲,18.94亿 
1998,147,马拉维,非洲,17.51亿 
1998,148,乍得,非洲,17.45亿 
1998,149,摩尔多瓦,欧洲,16.99亿 
1998,150,阿鲁巴,美洲,16.65亿 
1998,151,斐济群岛,大洋洲,16.53亿 
1998,152,吉尔吉斯斯坦,亚洲,16.46亿 
1998,153,多哥,非洲,15.87亿 
1998,154,斯威士兰,非洲,15.77亿 
1998,155,马恩岛,欧洲,13.83亿 
1998,156,毛里塔尼亚,非洲,13.75亿 
1998,157,塔吉克斯坦,亚洲,13.2亿 
1998,158,老挝,亚洲,12.8亿 
1998,159,安道尔,欧洲,12.12亿 
1998,160,格陵兰,美洲,11.5亿 
1998,161,蒙古,亚洲,11.24亿 
1998,162,苏里南,美洲,11.11亿 
1998,163,法罗群岛,欧洲,11.08亿 
1998,164,中非,非洲,9.67亿 
1998,165,莱索托,非洲,9.28亿 
1998,166,布隆迪,非洲,8.94亿 
1998,167,圣卢西亚,美洲,8.77亿 
1998,168,冈比亚,非洲,8.4亿 
1998,169,厄立特里亚,非洲,7.46亿 
1998,170,安提瓜和巴布达,美洲,7.28亿 
1998,171,圭亚那,美洲,7.18亿 
1998,172,伯利兹,美洲,6.89亿 
1998,173,塞拉利昂,非洲,6.72亿 
1998,174,塞舌尔,非洲,6.08亿 
1998,175,马尔代夫,亚洲,5.4亿 
1998,176,佛得角,非洲,5.22亿 
1998,177,吉布提,非洲,5.14亿 
1998,178,所罗门群岛,大洋洲,4.58亿 
1998,179,格林纳达,美洲,4.46亿 
1998,180,圣基茨和尼维斯,美洲,3.83亿 
1998,181,圣文森特和格林纳丁斯,美洲,3.74亿 
1998,182,赤道几内亚,非洲,3.71亿 
1998,183,不丹,亚洲,3.63亿 
1998,184,利比里亚,非洲,3.6亿 
1998,185,多米尼克,美洲,3.22亿 
1998,186,萨摩亚,大洋洲,2.69亿 
